variant,ym,pbear,regime,ret,dd6,ma200_slope_60
A'. 정상cov,2021-01,3.1886765294328833e-16,Bull,0.012344555900485554,-6.484782512052478,0.11181313650568381
A'. 정상cov,2021-02,1.5943382647164416e-16,Bull,0.01608721402234803,-7.403461627668206,0.1470184497065503
A'. 정상cov,2021-03,7.971691323582208e-17,Bull,0.0282353247031637,-7.41072259557074,0.16000977955672835
A'. 정상cov,2021-04,3.985845661791104e-17,Bull,0.017808864606451147,-12.008311333757815,0.13347497865798297
A'. 정상cov,2021-05,1.992922830895552e-17,Bull,0.02895203751264175,-14.105002607448291,0.11842786745844336
A'. 정상cov,2021-06,9.96461415447776e-18,Bull,-0.02862269472253287,-14.105002607448291,0.11003579591341262
A'. 정상cov,2021-07,4.98230707723888e-18,Bull,-0.0009524497124010489,-20.29917010731119,0.09930381426622126
A'. 정상cov,2021-08,2.49115353861944e-18,Bull,-0.04077491126897381,-18.476031508636524,0.09212483670492189
A'. 정상cov,2021-09,1.24557676930972e-18,Bull,-0.03197976242745859,-14.804715428229386,0.0772023781017328
A'. 정상cov,2021-10,6.2278838465486e-19,Bull,-0.044323159985223404,-13.700956530435404,0.052304694864740764
A'. 정상cov,2021-11,3.1139419232743e-19,Bull,0.04883388649607845,-15.826997871484672,0.016420774098150792
A'. 정상cov,2021-12,1.5569709616371515e-19,Bull,-0.1055563362924995,-22.578311680558038,-0.0035537748669977054
A'. 정상cov,2022-01,7.784854808185757e-20,Bull,0.013456728231198367,-17.313566132999235,-0.013285960723083301
A'. 정상cov,2022-02,3.8924274040928787e-20,Bull,0.021662124120634507,-16.93207993889052,-0.022386899522508164
A'. 정상cov,2022-03,1.9462137020464393e-20,Bull,-0.022700435418731346,-21.879891694006993,-0.03619134240134858
A'. 정상cov,2022-04,9.731068510232197e-21,Bull,-0.003395167554811729,-20.0204095960431,-0.048965210129056524
A'. 정상cov,2022-05,4.865534255116098e-21,Bull,-0.1315238924046893,-19.74794040710648,-0.054856993519047825
A'. 정상cov,2022-06,2.432767127558049e-21,Bull,0.05095518935436982,-14.92113843121784,-0.06289614868548321
A'. 정상cov,2022-07,1.2163835637790246e-21,Bull,0.00838264280160117,-14.92113843121784,-0.07055671484169823
A'. 정상cov,2022-08,6.081917818895123e-22,Bull,-0.12805568347769303,-12.805568347769302,-0.06815750259888687
A'. 정상cov,2022-09,3.0409589094475615e-22,Bull,0.06407829208823257,-10.650944354368285,-0.06567974742117799
A'. 정상cov,2022-10,1.5204794547237807e-22,Bull,0.0780079932923361,-10.650944354368285,-0.06904234556382882
A'. 정상cov,2022-11,7.602397273618905e-23,Bull,-0.09550141925688738,-10.531330529144933,-0.06640569808610586
A'. 정상cov,2022-12,3.8011986368094524e-23,Bull,0.08436781614214572,-5.436753639916714,-0.05626498322686213
A'. 정상cov,2023-01,0.49999999921250976,Bull,-0.005043124381363007,-5.422280511656896,-0.04253661965760225
A'. 정상cov,2023-02,0.24999999960625488,Bull,0.026528796723759074,-6.095455469581212,-0.03738160685279368
A'. 정상cov,2023-03,0.12499999980312744,Bull,0.009960159558901616,-7.652596010790235,-0.031084263506905407
A'. 정상cov,2023-04,0.06249999990156372,Bull,0.030217541666638148,-14.588296075938468,-0.01159732795517987
A'. 정상cov,2023-05,0.03124999995078186,Bull,-0.0049823397074086895,-14.588296075938468,0.002490638214040608
A'. 정상cov,2023-06,0.01562499997539093,Bull,0.02663517558449069,-14.588296075938468,0.017155965315179822
A'. 정상cov,2023-07,0.007812499987695465,Bull,-0.02898679482832678,-14.588296075938468,0.02353148698291152
A'. 정상cov,2023-08,0.0039062499938477325,Bull,-0.03567696310446833,-12.42811367563088,0.030756487626321993
A'. 정상cov,2023-09,0.0019531249969238663,Bull,-0.07589239775626777,-8.761303280623856,0.02908933846772066
A'. 정상cov,2023-10,0.0009765624984619331,Bull,0.11295047385245627,-8.761303280623856,0.018979616478561168
A'. 정상cov,2023-11,0.00048828124923096656,Bull,0.047327914512986125,-8.761303280623856,0.009086558628619734
A'. 정상cov,2023-12,0.00024414062461548328,Bull,-0.0595756152499437,-8.761303280623856,0.008990605126465656
A'. 정상cov,2024-01,,Bull,0.05817572230802637,-6.271472847747561,0.010247299289822154
A'. 정상cov,2024-02,,Bull,0.039460849828057754,-15.556748011689637,0.01191962838331273
A'. 정상cov,2024-03,,Bull,-0.019867920523340188,-15.556748011689637,0.013498904562824876
A'. 정상cov,2024-04,,Bull,-0.020631054974127316,-15.556748011689637,0.013175548957828243
A'. 정상cov,2024-05,,Bull,0.06117914813209069,-16.410672322905484,0.013388138541375882
A'. 정상cov,2024-06,,Bull,-0.009696880532075847,-18.35716885207005,0.014800897293495208
A'. 정상cov,2024-07,,Bull,-0.03478551727212853,-15.01612366365288,0.023896058258872088
A'. 정상cov,2024-08,,Bull,-0.030303157557248217,-11.951507716337185,0.030136538542830937
A'. 정상cov,2024-09,,Bull,-0.014314019330007755,-10.361688207723441,0.02615189448796329
A'. 정상cov,2024-10,,Bull,-0.03921522370126429,-14.142513086077047,0.015768876088393613
A'. 정상cov,2024-11,,Bull,-0.022973123564838382,-14.142513086077047,0.004991572901709818
A'. 정상cov,2024-12,,Bull,0.04912715928504907,-14.142513086077047,-0.006640463382975859
A'. 정상cov,2025-01,,Bull,0.006121432841425634,-14.142513086077047,-0.014564717864428145
A'. 정상cov,2025-02,,Bull,-0.020396525364153484,-13.246896601141799,-0.018105674784172354
A'. 정상cov,2025-03,,Bull,0.030425770083210457,-9.030334502270755,-0.016088342226914132
A'. 정상cov,2025-04,,Bull,0.055174550880334294,-4.149986320647181,-0.01907403111512862
A'. 정상cov,2025-05,,Bull,0.13864929369746903,-8.901506871653952,-0.02335810143680883
A'. 정상cov,2025-06,,Bull,0.0565615108884876,-8.901506871653952,-0.00807288442693177
A'. 정상cov,2025-07,,Bull,-0.01831182604318171,-8.901506871653952,0.02974545173396481
A'. 정상cov,2025-08,,Bull,0.07488679795710262,-8.901506871653952,0.05979244002576589
A'. 정상cov,2025-09,,Bull,0.19941011588801794,-19.894662107505688,0.08029263328598657
A'. 정상cov,2025-10,,Bull,-0.044043800878727946,-19.894662107505688,0.10446790418182683
A'. 정상cov,2025-11,,Bull,0.07323907704836685,-19.894662107505688,0.13614509014050435
A'. 정상cov,2025-12,,Bull,0.23971267417636266,-19.894662107505688,0.15604545857709606
A'. 정상cov,2026-01,,Bull,0.19519520978992544,-38.630429604794614,0.179059482890789
A'. 정상cov,2026-02,,Bull,-0.19084643404922963,,0.21631873209729924
A'. 정상cov,2026-03,,Bull,0.3060707394429423,,0.2515712492452946
A'. 정상cov,2026-04,,Bull,0.28448510731373733,,0.2606674992070477
A'. 정상cov,2026-05,,Bull,3.894198542830907e-05,,0.27493210480582464
A'. 정상cov,2026-06,,Bull,-0.22191170974465646,,0.3172611086393202
A'. 정상cov,2026-07,,Bull,,,0.30547339911793747
H'. 정상cov+slope,2017-01,,Bull,0.011641600247119799,-2.5032266220640476,0.013568706108703754
H'. 정상cov+slope,2017-02,,Bull,0.03279249364769088,-5.37705297443093,0.013258379527072872
H'. 정상cov+slope,2017-03,,Bull,0.020928309182937088,-5.37705297443093,0.016612001243730967
H'. 정상cov+slope,2017-04,,Bull,0.06435901460809901,-5.37705297443093,0.02200072310699075
H'. 정상cov+slope,2017-05,,Bull,0.018919032481777176,-5.37705297443093,0.031444378486326086
H'. 정상cov+slope,2017-06,,Bull,0.004565585480605261,-5.37705297443093,0.03971059408738209
H'. 정상cov+slope,2017-07,,Bull,-0.016448102423411104,-5.106779372261084,0.04822215525446483
H'. 정상cov+slope,2017-08,,Bull,0.01323635851219862,-9.022432045446305,0.05068979423762188
H'. 정상cov+slope,2017-09,,Bull,0.05385741417322154,-9.022432045446305,0.05274618723971258
H'. 정상cov+slope,2017-10,,Bull,-0.01864914649028071,-9.022432045446305,0.05466670098346449
H'. 정상cov+slope,2017-11,,Bull,-0.003585944964967669,-9.022432045446305,0.059378073466289205
H'. 정상cov+slope,2017-12,,Bull,0.04010957332950493,-10.92876031296578,0.05807982297410352
H'. 정상cov+slope,2018-01,1.0494516990091995e-28,Bull,-0.05419911303226155,-12.107655925343652,0.05392766578677799
H'. 정상cov+slope,2018-02,8.064818866682621e-26,Bull,0.0076173247545101574,-10.916038402810212,0.04567904729066452
H'. 정상cov+slope,2018-03,1.5257286036092733e-14,Bull,0.028427655980584055,-10.916038402810212,0.03445361509616962
H'. 정상cov+slope,2018-04,1.7228113184534716e-13,Bull,-0.03672203696866427,-20.646179033749025,0.02088012370566461
H'. 정상cov+slope,2018-05,8.614056630888384e-14,Bull,-0.03998337875727398,-19.207231269225268,0.01143063812690337
H'. 정상cov+slope,2018-06,4.307028315444192e-14,Bull,-0.013270915469926647,-15.257506834948876,0.006374891931971716
H'. 정상cov+slope,2018-07,2.711225532451765e-14,Bull,0.012033439753823538,-15.357280452694022,-0.001304864434337527
H'. 정상cov+slope,2018-08,1.062438738830605e-12,Bull,0.008691876707128454,-15.357280452694022,-0.012619844839963146
H'. 정상cov+slope,2018-09,7.046619467041573e-13,Bull,-0.1337476549186405,-14.910784013904033,-0.02068893660059612
H'. 정상cov+slope,2018-10,3.5233097335207864e-13,Bull,0.03309380642103732,-6.483795664071157,-0.030657327159418157
H'. 정상cov+slope,2018-11,1.7616548667603932e-13,Bull,-0.026620787987619576,-10.019876469916355,-0.041562655916410174
H'. 정상cov+slope,2018-12,8.808274333801966e-14,Bull,0.0802581308836019,-10.019876469916355,-0.047093538534574764
H'. 정상cov+slope,2019-01,4.404137166900983e-14,Bull,-0.004267934704496712,-10.019876469916355,-0.04825651590077373
H'. 정상cov+slope,2019-02,2.2020685834504915e-14,Bull,-0.02494717277311076,-15.072285771240034,-0.04205486293636174
H'. 정상cov+slope,2019-03,1.1010342917252457e-14,Bull,0.02939274540771497,-15.072285771240034,-0.040299416829879475
H'. 정상cov+slope,2019-04,5.505171458626229e-15,Bull,-0.07344836888932471,-13.695177451700369,-0.031050459275316578
H'. 정상cov+slope,2019-05,2.7525857293131144e-15,Bull,0.04353156003126646,-10.52373122249326,-0.02863709794709457
H'. 정상cov+slope,2019-06,1.3762928646565572e-15,Bull,-0.049783660401832464,-10.368350250142655,-0.023894183861519647
H'. 정상cov+slope,2019-07,6.881464323282786e-16,Bull,-0.02803586396813429,-6.538316914075426,-0.028423496589400687
H'. 정상cov+slope,2019-08,3.440732161641393e-16,Bull,0.04840964120898228,-12.36034800901422,-0.025338344372677568
H'. 정상cov+slope,2019-09,1.7203660808206965e-16,Bull,0.009902780425627533,-35.70889779916474,-0.019939141791463055
H'. 정상cov+slope,2019-10,8.601830404103482e-17,Bull,0.002150239268313925,-35.70889779916474,-0.008517614070351343
H'. 정상cov+slope,2019-11,4.300915202051741e-17,Bull,0.05254409231498869,-35.70889779916474,-0.0015555817325110244
H'. 정상cov+slope,2019-12,2.1504576010258706e-17,Bull,-0.035792414195787936,-35.70889779916474,-0.002095461650410746
H'. 정상cov+slope,2020-01,,Bull,-0.062293240424381,-35.03091217438568,-0.0016405949231153016
H'. 정상cov+slope,2020-02,,Bull,-0.11694455185185326,-30.09792506344231,-0.0028993886232172583
H'. 정상cov+slope,2020-03,,Bull,0.10994850358748165,-7.508801311518287,-0.015270831867671752
H'. 정상cov+slope,2020-04,,Bull,0.04212446061941999,-7.508801311518287,-0.028535477936231457
H'. 정상cov+slope,2020-05,,Bull,0.038790945746012495,-7.508801311518287,-0.03107799811411327
H'. 정상cov+slope,2020-06,,Bull,0.06689656450185977,-7.220151177391654,-0.005775853967539768
H'. 정상cov+slope,2020-07,,Bull,0.034142804734832444,-7.253996740571744,0.01536419244031495
H'. 정상cov+slope,2020-08,,Bull,0.0007394002849707704,-7.253996740571744,0.028107223947830384
H'. 정상cov+slope,2020-09,,Bull,-0.02609229518459133,-7.817720647628201,0.032266238631072586
H'. 정상cov+slope,2020-10,,Bull,0.14299459652479585,-7.817720647628201,0.033603534201051666
H'. 정상cov+slope,2020-11,,Bull,0.1088741242922524,-7.817720647628201,0.03556509631206284
H'. 정상cov+slope,2020-12,,Bull,0.03575467684780964,-7.817720647628201,0.0547257164361139
H'. 정상cov+slope,2021-01,,Bull,0.012344555900485554,-6.484782512052478,0.11181313650568381
H'. 정상cov+slope,2021-02,,Bull,0.01608721402234803,-7.403461627668206,0.1470184497065503
H'. 정상cov+slope,2021-03,,Bull,0.0282353247031637,-7.41072259557074,0.16000977955672835
H'. 정상cov+slope,2021-04,,Bull,0.017808864606451147,-12.008311333757815,0.13347497865798297
H'. 정상cov+slope,2021-05,,Bull,0.02895203751264175,-14.105002607448291,0.11842786745844336
H'. 정상cov+slope,2021-06,,Bull,-0.02862269472253287,-14.105002607448291,0.11003579591341262
H'. 정상cov+slope,2021-07,,Bull,-0.0009524497124010489,-20.29917010731119,0.09930381426622126
H'. 정상cov+slope,2021-08,,Bull,-0.04077491126897381,-18.476031508636524,0.09212483670492189
H'. 정상cov+slope,2021-09,,Bull,-0.03197976242745859,-14.804715428229386,0.0772023781017328
H'. 정상cov+slope,2021-10,,Bull,-0.044323159985223404,-13.700956530435404,0.052304694864740764
H'. 정상cov+slope,2021-11,,Bull,0.04883388649607845,-15.826997871484672,0.016420774098150792
H'. 정상cov+slope,2021-12,,Bull,-0.1055563362924995,-22.578311680558038,-0.0035537748669977054
H'. 정상cov+slope,2022-01,,Bull,0.013456728231198367,-17.313566132999235,-0.013285960723083301
H'. 정상cov+slope,2022-02,,Bull,0.021662124120634507,-16.93207993889052,-0.022386899522508164
H'. 정상cov+slope,2022-03,,Bull,-0.022700435418731346,-21.879891694006993,-0.03619134240134858
H'. 정상cov+slope,2022-04,,Bull,-0.003395167554811729,-20.0204095960431,-0.048965210129056524
H'. 정상cov+slope,2022-05,,Bull,-0.1315238924046893,-19.74794040710648,-0.054856993519047825
H'. 정상cov+slope,2022-06,,Bull,0.05095518935436982,-14.92113843121784,-0.06289614868548321
H'. 정상cov+slope,2022-07,,Bull,0.00838264280160117,-14.92113843121784,-0.07055671484169823
H'. 정상cov+slope,2022-08,,Bull,-0.12805568347769303,-12.805568347769302,-0.06815750259888687
H'. 정상cov+slope,2022-09,,Bull,0.06407829208823257,-10.650944354368285,-0.06567974742117799
H'. 정상cov+slope,2022-10,,Bull,0.0780079932923361,-10.650944354368285,-0.06904234556382882
H'. 정상cov+slope,2022-11,,Bull,-0.09550141925688738,-10.531330529144933,-0.06640569808610586
H'. 정상cov+slope,2022-12,,Bull,0.08436781614214572,-5.436753639916714,-0.05626498322686213
H'. 정상cov+slope,2023-01,,Bull,-0.005043124381363007,-5.422280511656896,-0.04253661965760225
H'. 정상cov+slope,2023-02,,Bull,0.026528796723759074,-6.095455469581212,-0.03738160685279368
H'. 정상cov+slope,2023-03,,Bull,0.009960159558901616,-7.652596010790235,-0.031084263506905407
H'. 정상cov+slope,2023-04,,Bull,0.030217541666638148,-14.588296075938468,-0.01159732795517987
H'. 정상cov+slope,2023-05,,Bull,-0.0049823397074086895,-14.588296075938468,0.002490638214040608
H'. 정상cov+slope,2023-06,,Bull,0.02663517558449069,-14.588296075938468,0.017155965315179822
H'. 정상cov+slope,2023-07,,Bull,-0.02898679482832678,-14.588296075938468,0.02353148698291152
H'. 정상cov+slope,2023-08,,Bull,-0.03567696310446833,-12.42811367563088,0.030756487626321993
H'. 정상cov+slope,2023-09,,Bull,-0.07589239775626777,-8.761303280623856,0.02908933846772066
H'. 정상cov+slope,2023-10,,Bull,0.11295047385245627,-8.761303280623856,0.018979616478561168
H'. 정상cov+slope,2023-11,,Bull,0.047327914512986125,-8.761303280623856,0.009086558628619734
H'. 정상cov+slope,2023-12,,Bull,-0.0595756152499437,-8.761303280623856,0.008990605126465656
H'. 정상cov+slope,2024-01,,Bull,0.05817572230802637,-6.271472847747561,0.010247299289822154
H'. 정상cov+slope,2024-02,,Bull,0.039460849828057754,-15.556748011689637,0.01191962838331273
H'. 정상cov+slope,2024-03,,Bull,-0.019867920523340188,-15.556748011689637,0.013498904562824876
H'. 정상cov+slope,2024-04,,Bull,-0.020631054974127316,-15.556748011689637,0.013175548957828243
H'. 정상cov+slope,2024-05,,Bull,0.06117914813209069,-16.410672322905484,0.013388138541375882
H'. 정상cov+slope,2024-06,,Bull,-0.009696880532075847,-18.35716885207005,0.014800897293495208
H'. 정상cov+slope,2024-07,,Bull,-0.03478551727212853,-15.01612366365288,0.023896058258872088
H'. 정상cov+slope,2024-08,,Bull,-0.030303157557248217,-11.951507716337185,0.030136538542830937
H'. 정상cov+slope,2024-09,,Bull,-0.014314019330007755,-10.361688207723441,0.02615189448796329
H'. 정상cov+slope,2024-10,,Bull,-0.03921522370126429,-14.142513086077047,0.015768876088393613
H'. 정상cov+slope,2024-11,,Bull,-0.022973123564838382,-14.142513086077047,0.004991572901709818
H'. 정상cov+slope,2024-12,,Bull,0.04912715928504907,-14.142513086077047,-0.006640463382975859
H'. 정상cov+slope,2025-01,,Bull,0.006121432841425634,-14.142513086077047,-0.014564717864428145
H'. 정상cov+slope,2025-02,,Bull,-0.020396525364153484,-13.246896601141799,-0.018105674784172354
H'. 정상cov+slope,2025-03,,Bull,0.030425770083210457,-9.030334502270755,-0.016088342226914132
H'. 정상cov+slope,2025-04,,Bull,0.055174550880334294,-4.149986320647181,-0.01907403111512862
H'. 정상cov+slope,2025-05,,Bull,0.13864929369746903,-8.901506871653952,-0.02335810143680883
H'. 정상cov+slope,2025-06,,Bull,0.0565615108884876,-8.901506871653952,-0.00807288442693177
H'. 정상cov+slope,2025-07,,Bull,-0.01831182604318171,-8.901506871653952,0.02974545173396481
H'. 정상cov+slope,2025-08,,Bull,0.07488679795710262,-8.901506871653952,0.05979244002576589
H'. 정상cov+slope,2025-09,,Bull,0.19941011588801794,-19.894662107505688,0.08029263328598657
H'. 정상cov+slope,2025-10,,Bull,-0.044043800878727946,-19.894662107505688,0.10446790418182683
H'. 정상cov+slope,2025-11,,Bull,0.07323907704836685,-19.894662107505688,0.13614509014050435
H'. 정상cov+slope,2025-12,,Bull,0.23971267417636266,-19.894662107505688,0.15604545857709606
H'. 정상cov+slope,2026-01,,Bull,0.19519520978992544,-38.630429604794614,0.179059482890789
H'. 정상cov+slope,2026-02,,Bull,-0.19084643404922963,,0.21631873209729924
H'. 정상cov+slope,2026-03,,Bull,0.3060707394429423,,0.2515712492452946
H'. 정상cov+slope,2026-04,,Bull,0.28448510731373733,,0.2606674992070477
H'. 정상cov+slope,2026-05,,Bull,3.894198542830907e-05,,0.27493210480582464
H'. 정상cov+slope,2026-06,,Bull,-0.22191170974465646,,0.3172611086393202
H'. 정상cov+slope,2026-07,,Bull,,,0.30547339911793747
